Prefix,Course Code,Course Name,Description,College
VIET,VIET2312,"VIET 2312 Intermediate Vietnamese II (3 semester credit hours) Continued development of intermediate-level skills in listening, speaking, reading, and writing within a cultural framework. Prerequisite", VIET 2311 or equivalent or instructor consent required. (3-0) Y,
VIET,VIET2316,VIET 2316 Topics in Vietnamese Culture (3 semester credit hours) Topics in the cultural diversity of the Vietnamese-speaking world. Prerequisite, VIET 1312 or VIET 2310 or equivalent or instructor consent required. (3-0) Y,
VPAS,VPAS2V71,VPAS2V71,,"School of Arts, Humanities, and Technology"
VPAS,VPAS3300,"VPAS 3300 Elements of Art and Performance (3 semester credit hours) An analysis of the elements of space, time, image, text, and gesture as they relate to art making in the various visual and performing arts. These elements will also serve as a starting point from which students will investigate notions of creativity, expression, and aesthetics in a workshop setting. This course explores what constitutes a work of art, and ways in which a work of art can be perceived and interpreted. VPAS 3300 should be taken prior to completing the first 12 hours of upper-division course work. Prerequisite", Completion of 050 core. (3-0) S,"School of Arts, Humanities, and Technology"
VPAS,VPAS3340,"VPAS 3340 Writing in the Arts (3 semester credit hours) This writing-intensive course focuses on the writing styles and conventions associated with the creative and performing arts. Students will become familiar with approaches and methodologies in the creative and performing arts, learn to critique and review artistic endeavors, and grasp the basics of research. This course fulfills the advanced writing requirement for Visual and Performing Art majors. Prerequisite", RHET 1302 or equivalent. (3-0) Y,"School of Arts, Humanities, and Technology"
VPAS,VPAS4310,"VPAS 4310 Entertainment Law (3 semester credit hours) The comprehensive study of the law and legal issues faced by people in the art and entertainment industry, including"," music, live entertainment, choreography, television, film, book, and magazine publishing, radio, celebrity rights, and cyber law and the related topics of agents and managers, licensing, advertising, social media, financing, branding, digital media, video streaming on demand, digital music and radio, computer games, copyright fair use and other related fields. Prerequisites: (Completion of 050 core and RHET 1302 and COMM 1311) or instructor consent required. (3-0) T","School of Arts, Humanities, and Technology"
VPAS,VPAS4320,VPAS4320,,"School of Arts, Humanities, and Technology"
VPAS,VPAS4389,"VPAS 4389 Theory and Practice of the Visual and Performing Arts (3 semester credit hours) This course explores advanced theory and artistic practice across various disciplines, expanding students' experiences in creating, analyzing, and interpreting visual and performing arts. Students will examine the work of artists and/or scholars, and they will be challenged to consider interdisciplinary contexts and to develop work in their chosen artistic and/or scholarly practice with knowledge of diverse fields. This course also considers pragmatic challenges and opportunities for working in the arts. Projects will lead to developing proposals for capstone projects. Prerequisites", VPAS 3340 and Senior standing in a Visual and Performing Arts major. (3-0) S,"School of Arts, Humanities, and Technology"
VPAS,VPAS4390,VPAS 4390 Senior Capstone (3 semester credit hours) Independent study under a faculty member's direction in fulfillment of the senior capstone requirement. Student will complete a thesis or capstone project following School requirements. Prerequisites, VPAS 4389 and instructor consent required. (3-0) S,"School of Arts, Humanities, and Technology"
VPAS,VPAS4V71,VPAS 4V71 Independent Study in Visual and Performing Art (1-3 semester credit hours) Independent study under a faculty member's direction. Signature of instructor and Associate Dean on proposed project outline required. May be repeated for credit (9 semester credit hours maximum). Prerequisites, Upper-division standing and instructor consent required. ([1-3]-0) R,"School of Arts, Humanities, and Technology"
VPAS,VPAS4V99,VPAS4V99,,"School of Arts, Humanities, and Technology"
BBSU,BBSU1100,BBSU1100,,School of Behavioral and Brain Sciences
BBSU,BBSU3310,BBSU3310,,School of Behavioral and Brain Sciences
CGS,CGS2301,CGS2301,,School of Behavioral and Brain Sciences
CGS,CGS3325,CGS 3325 Historical Perspectives on Psychology," Mind and Machines since 1600 (3 semester credit hours) Basic frames of reference in twentieth century psychology and their historical development in Western thought since 1600 with an emphasis on issues involved with minds, brains, and machines. Includes behaviorism, learning theory, artificial intelligence, and gestalt, structural and cognitive approaches. Prerequisite: PSY 2301 or CGS 2301. (Same as PSY 3360) (3-0) Y",School of Behavioral and Brain Sciences
CGS,CGS3340,"CGS 3340 Experimental Projects in Cognitive Science (3 semester credit hours) Laboratory and field experience in designing and conducting research, with a major emphasis on writing research reports. Credit cannot be received for more than one of the following", CLDP 3394 or (PSY 3393 or CGS 3340). Prerequisite: PSY 3392 or PSY 3490. (Same as PSY 3393) (3-0) S,School of Behavioral and Brain Sciences
CGS,CGS3341,CGS3341,,School of Behavioral and Brain Sciences
CGS,CGS3342,CGS3342,,School of Behavioral and Brain Sciences
CGS,CGS3346,CGS3346,,School of Behavioral and Brain Sciences
CGS,CGS3361,"CGS 3361 Cognitive Psychology (3 semester credit hours) Theory and research on perception, learning, thinking, psycholinguistics, and memory. Prerequisite", CGS 2301 or PSY 2301. (Same as PSY 3361) (3-0) S,School of Behavioral and Brain Sciences
CGS,CGS4098,CGS4098,,School of Behavioral and Brain Sciences
CGS,CGS4193,CGS4193,,School of Behavioral and Brain Sciences
CGS,CGS4314,"CGS 4314 Intelligent Systems Analysis (3 semester credit hours) This advanced machine learning course covers mathematics essential for the analysis and design of unsupervised, supervised, and reinforcement machine learning algorithms including deep learning neural network models formulated within a statistical empirical risk minimization framework. Course topics include"," advanced vector and matrix calculus and stochastic sequences of mixed random vectors, Markov fields, and Bayesian nets. Unsupervised, supervised, and reinforcement machine learning applications are emphasized throughout the course. Prerequisites: (MATH 2414 or MATH 2419) and (CS 3341 or SE 3341) and MATH 2418 or instructor consent required. (Same as CS 4314) (3-0) T",School of Behavioral and Brain Sciences
CGS,CGS4315,"CGS 4315 Intelligent Systems Design (3 semester credit hours) This advanced machine learning course covers mathematics essential for the analysis and design of unsupervised, supervised, and reinforcement machine learning algorithms including deep learning neural network models formulated within a statistical empirical risk minimization framework. Topics include"," convergence analysis of adaptive and batch learning algorithms, Monte Carlo Markov Chain inference algorithms, bootstrap sampling methods, and the statistical analysis of generalization performance using model selection measures such as AIC and BIC. Unsupervised, supervised, and reinforcement machine learning applications are emphasized throughout the course. Prerequisite: CGS 4314 or CS 4314. (Same as CS 4315) (3-0) T",School of Behavioral and Brain Sciences
CGS,CGS4320,"CGS 4320 Psychology of Reasoning (3 semester credit hours) This course will examine reasoning from multiple perspectives including types of thinking and reasoning, comparisons across species, and lifespan development. There is a joint emphasis on the definition of reasoning from a cognitive perspective and from a neuroscience perspective. Prerequisite", PSY 2301 or PSY 3361. (Same as PSY 4320) (3-0) Y,School of Behavioral and Brain Sciences
CGS,CGS4321,CGS4321,,School of Behavioral and Brain Sciences
CGS,CGS4352,CGS4352,,School of Behavioral and Brain Sciences
CGS,CGS4353,CGS4353,,School of Behavioral and Brain Sciences
CGS,CGS4359,"CGS 4359 Cognitive Neuroscience (3 semester credit hours) Examines how modern cognitive neuroscientists explore the neural underpinnings of perception, memory, attention, language and emotion. Investigates how the brain-bases of these functions are uncovered by ingenious observations of clinical populations (including brain-damaged and schizophrenic patients), animal and human electrophysiological techniques, and powerful new functional neuroimaging tools. Prerequisite", PSY 2301. (Same as NSC 4359 and PSY 4359) (3-0) S,School of Behavioral and Brain Sciences
